23:01:35.458 ; Main  ; Info ; Creating Kernel Object
14:33:05.563 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
14:33:05.582 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
14:33:09.001 ; Main  ; Info ; GCPtr exit manual collect
14:33:09.003 ; GCPtr ; Warn ; Deleting [005D4840]
14:33:09.005 ; GCPtr ; Warn ; Deleting [005FA740]
14:33:09.006 ; GCPtr ; Warn ; Deleting [005FC6E8]
14:33:09.008 ; GCPtr ; Warn ; Deleting [00613690]
14:33:09.009 ; GCPtr ; Warn ; Deleting [00612FD8]
14:33:29.177 ; Main  ; Info ; test
14:33:29.186 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
14:33:29.189 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
14:33:29.192 ; SmpegPlayer ; Info ; constructor successfull
14:33:29.755 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
14:33:29.918 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
14:33:30.100 ; RenderEngine2 ; Warn ; HELLO WORLD
14:33:30.103 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
14:33:30.648 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
14:33:30.667 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
14:34:00.928 ; Main  ; Info ; test
14:34:00.938 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
14:34:00.941 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
14:34:00.944 ; SmpegPlayer ; Info ; constructor successfull
14:34:01.535 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
14:34:01.699 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
14:34:01.882 ; RenderEngine2 ; Warn ; HELLO WORLD
14:34:01.885 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
14:34:02.468 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
14:34:02.488 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
14:34:06.169 ; Main  ; Info ; GCPtr exit manual collect
14:34:06.171 ; GCPtr ; Warn ; Deleting [004F4840]
14:34:06.173 ; GCPtr ; Warn ; Deleting [0051A740]
14:34:06.174 ; GCPtr ; Warn ; Deleting [0051C6E8]
14:34:06.176 ; Main  ; Info ; Calling SDL_Quit()
14:34:14.910 ; Main  ; Info ; test
14:34:14.919 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
14:34:14.922 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
14:34:14.925 ; SmpegPlayer ; Info ; constructor successfull
14:34:15.495 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
14:34:15.658 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
14:34:15.839 ; RenderEngine2 ; Warn ; HELLO WORLD
14:34:15.842 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
14:34:16.387 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
14:34:16.406 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
14:34:17.909 ; Main  ; Info ; GCPtr exit manual collect
14:34:17.911 ; GCPtr ; Warn ; Deleting [01F24840]
14:34:17.913 ; GCPtr ; Warn ; Deleting [01F4A740]
14:34:17.914 ; GCPtr ; Warn ; Deleting [01F4C6E8]
14:34:17.916 ; Main  ; Info ; Calling SDL_Quit()
14:34:19.463 ; Main  ; Info ; test
14:34:19.472 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
14:34:19.475 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
14:34:19.478 ; SmpegPlayer ; Info ; constructor successfull
14:34:20.050 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
14:34:20.212 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
14:34:20.396 ; RenderEngine2 ; Warn ; HELLO WORLD
14:34:20.399 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
14:34:20.945 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
14:34:20.964 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
14:34:22.950 ; Main  ; Info ; GCPtr exit manual collect
14:34:22.952 ; GCPtr ; Warn ; Deleting [00814840]
14:34:22.954 ; GCPtr ; Warn ; Deleting [0083A740]
14:34:22.955 ; GCPtr ; Warn ; Deleting [0083C6E8]
14:34:22.957 ; GCPtr ; Warn ; Deleting [00853690]
14:34:22.958 ; GCPtr ; Warn ; Deleting [00852FD8]
14:37:20.743 ; Main  ; Info ; test
14:37:20.752 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
14:37:20.755 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
14:37:20.758 ; SmpegPlayer ; Info ; constructor successfull
14:37:21.324 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
14:37:21.488 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
14:37:21.674 ; RenderEngine2 ; Warn ; HELLO WORLD
14:37:21.677 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
14:37:22.242 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
14:37:22.262 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
14:37:22.961 ; Main  ; Info ; GCPtr exit manual collect
14:37:22.963 ; GCPtr ; Warn ; Deleting [00D14840]
14:37:22.965 ; GCPtr ; Warn ; Deleting [00D3A740]
14:37:22.966 ; GCPtr ; Warn ; Deleting [00D3C6E8]
14:37:22.968 ; Main  ; Info ; Calling SDL_Quit()
14:37:24.146 ; Main  ; Info ; test
14:37:24.155 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
14:37:24.159 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
14:37:24.161 ; SmpegPlayer ; Info ; constructor successfull
14:37:24.724 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
14:37:24.888 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
14:37:25.072 ; RenderEngine2 ; Warn ; HELLO WORLD
14:37:25.075 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
14:37:25.633 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
14:37:25.652 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
14:37:27.259 ; Main  ; Info ; GCPtr exit manual collect
14:37:27.261 ; GCPtr ; Warn ; Deleting [00824840]
14:37:27.263 ; GCPtr ; Warn ; Deleting [0084A740]
14:37:27.264 ; GCPtr ; Warn ; Deleting [0084C6E8]
14:37:27.266 ; GCPtr ; Warn ; Deleting [00863690]
14:37:27.267 ; GCPtr ; Warn ; Deleting [00862FD8]
14:37:27.269 ; Main  ; Info ; Calling SDL_Quit()
14:37:29.069 ; Main  ; Info ; test
14:37:29.078 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
14:37:29.082 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
14:37:29.084 ; SmpegPlayer ; Info ; constructor successfull
14:37:29.640 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
14:37:29.804 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
14:37:29.987 ; RenderEngine2 ; Warn ; HELLO WORLD
14:37:29.990 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
14:37:30.552 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
14:37:30.572 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
14:37:33.757 ; Main  ; Info ; GCPtr exit manual collect
14:37:33.759 ; GCPtr ; Warn ; Deleting [00924840]
14:37:33.761 ; GCPtr ; Warn ; Deleting [0094A740]
14:37:33.762 ; GCPtr ; Warn ; Deleting [0094C6E8]
14:37:33.764 ; GCPtr ; Warn ; Deleting [00963690]
14:37:33.765 ; GCPtr ; Warn ; Deleting [00962FD8]
14:37:33.767 ; GCPtr ; Warn ; Deleting [00963E88]
14:37:33.768 ; GCPtr ; Warn ; Deleting [009500D0]
14:37:33.771 ; GCPtr ; Warn ; Deleting [009696F8]
14:37:33.773 ; GCPtr ; Warn ; Deleting [00964BF8]
14:37:33.774 ; Main  ; Info ; Calling SDL_Quit()
14:37:35.111 ; Main  ; Info ; test
14:37:35.120 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
14:37:35.124 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
14:37:35.127 ; SmpegPlayer ; Info ; constructor successfull
14:37:35.691 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
14:37:35.855 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
14:37:36.037 ; RenderEngine2 ; Warn ; HELLO WORLD
14:37:36.040 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
14:37:36.595 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
14:37:36.613 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
14:37:53.461 ; Main  ; Info ; test
14:37:53.470 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
14:37:53.474 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
14:37:53.476 ; SmpegPlayer ; Info ; constructor successfull
14:37:54.052 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
14:37:54.219 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
14:37:54.403 ; RenderEngine2 ; Warn ; HELLO WORLD
14:37:54.422 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
14:37:54.991 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
14:37:55.010 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
14:38:09.841 ; Main  ; Info ; GCPtr exit manual collect
14:38:09.843 ; GCPtr ; Warn ; Deleting [00864840]
14:38:09.844 ; GCPtr ; Warn ; Deleting [0088A740]
14:38:09.846 ; GCPtr ; Warn ; Deleting [0088C6E8]
14:38:09.847 ; GCPtr ; Warn ; Deleting [008A3690]
14:38:09.848 ; GCPtr ; Warn ; Deleting [008A2FD8]
14:38:09.850 ; GCPtr ; Warn ; Deleting [008A3E88]
14:38:09.851 ; GCPtr ; Warn ; Deleting [008900D0]
14:38:09.854 ; GCPtr ; Warn ; Deleting [008A96F8]
14:38:09.855 ; GCPtr ; Warn ; Deleting [008A4BF8]
14:38:09.857 ; GCPtr ; Warn ; Deleting [008A6540]
14:38:09.859 ; GCPtr ; Warn ; Deleting [008A9BC0]
14:38:09.860 ; GCPtr ; Warn ; Deleting [008A7170]
14:38:09.862 ; GCPtr ; Warn ; Deleting [008A6C20]
14:38:09.864 ; GCPtr ; Warn ; Deleting [008AAB80]
14:38:09.865 ; GCPtr ; Warn ; Deleting [008A7860]
14:38:09.867 ; GCPtr ; Warn ; Deleting [008ABB30]
14:38:09.869 ; GCPtr ; Warn ; Deleting [008AA668]
14:38:09.870 ; GCPtr ; Warn ; Deleting [008AC868]
14:38:09.872 ; GCPtr ; Warn ; Deleting [008AC590]
14:38:09.874 ; GCPtr ; Warn ; Deleting [008AE7C8]
14:38:09.875 ; GCPtr ; Warn ; Deleting [008A9168]
14:38:09.877 ; GCPtr ; Warn ; Deleting [008AD0D0]
14:38:09.879 ; GCPtr ; Warn ; Deleting [008ACDB8]
14:38:09.880 ; GCPtr ; Warn ; Deleting [008ADDB0]
14:38:09.882 ; GCPtr ; Warn ; Deleting [008ADB30]
14:38:09.883 ; GCPtr ; Warn ; Deleting [008B2768]
14:38:09.885 ; GCPtr ; Warn ; Deleting [008AB5E0]
14:38:09.887 ; GCPtr ; Warn ; Deleting [008B0350]
14:38:09.889 ; GCPtr ; Warn ; Deleting [008AFE30]
14:38:09.891 ; Main  ; Info ; Calling SDL_Quit()
14:43:35.877 ; Main  ; Info ; test
14:43:35.886 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
14:43:35.890 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
14:43:35.892 ; SmpegPlayer ; Info ; constructor successfull
14:43:36.459 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
14:43:36.622 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
14:43:36.804 ; RenderEngine2 ; Warn ; HELLO WORLD
14:43:36.806 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
14:43:37.354 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
14:43:37.372 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
14:43:39.273 ; Main  ; Info ; GCPtr exit manual collect
14:43:39.275 ; GCPtr ; Warn ; Deleting [005B4840]
14:43:39.277 ; GCPtr ; Warn ; Deleting [005DA740]
14:43:39.278 ; GCPtr ; Warn ; Deleting [005DC6E8]
14:43:39.280 ; GCPtr ; Warn ; Deleting [005F3690]
14:43:39.282 ; GCPtr ; Warn ; Deleting [005F2FD8]
14:43:39.283 ; Main  ; Info ; Calling SDL_Quit()
14:50:24.385 ; Main  ; Info ; test
14:50:24.394 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
14:50:24.398 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
14:50:24.400 ; SmpegPlayer ; Info ; constructor successfull
14:50:24.966 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
14:50:25.129 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
14:50:25.311 ; RenderEngine2 ; Warn ; HELLO WORLD
14:50:25.314 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
14:50:25.893 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
14:50:25.912 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
14:50:29.581 ; Main  ; Info ; GCPtr exit manual collect
14:50:29.583 ; GCPtr ; Warn ; Deleting [00964840]
14:50:29.585 ; GCPtr ; Warn ; Deleting [0098A740]
14:50:29.586 ; GCPtr ; Warn ; Deleting [0098C6E8]
14:50:29.588 ; GCPtr ; Warn ; Deleting [009A3690]
14:50:29.589 ; GCPtr ; Warn ; Deleting [009A2FD8]
14:50:29.591 ; GCPtr ; Warn ; Deleting [009A3E88]
14:50:29.592 ; GCPtr ; Warn ; Deleting [009900D0]
14:50:29.594 ; Main  ; Info ; Calling SDL_Quit()
14:51:40.783 ; Main  ; Info ; test
14:51:40.792 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
14:51:40.795 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
14:51:40.798 ; SmpegPlayer ; Info ; constructor successfull
14:51:41.342 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
14:51:41.506 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
14:51:41.708 ; RenderEngine2 ; Warn ; HELLO WORLD
14:51:41.711 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
14:51:42.263 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
14:51:42.291 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
14:51:44.362 ; Main  ; Info ; GCPtr exit manual collect
14:51:44.364 ; GCPtr ; Warn ; Deleting [00A34840]
14:51:44.366 ; GCPtr ; Warn ; Deleting [00A5A740]
14:51:44.367 ; GCPtr ; Warn ; Deleting [00A5C6E8]
14:51:44.369 ; Main  ; Info ; Calling SDL_Quit()
14:54:55.570 ; Main  ; Info ; test
14:54:55.579 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
14:54:55.582 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
14:54:55.585 ; SmpegPlayer ; Info ; constructor successfull
14:54:56.154 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
14:54:56.316 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
14:54:56.498 ; RenderEngine2 ; Warn ; HELLO WORLD
14:54:56.501 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
14:54:57.045 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
14:54:57.065 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
14:54:57.785 ; Main  ; Info ; GCPtr exit manual collect
14:54:57.787 ; GCPtr ; Warn ; Deleting [01EA4840]
14:54:57.788 ; GCPtr ; Warn ; Deleting [01ECA740]
14:54:57.790 ; GCPtr ; Warn ; Deleting [01ECC6E8]
14:54:57.792 ; Main  ; Info ; Calling SDL_Quit()
14:55:11.632 ; Main  ; Info ; test
14:55:11.641 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
14:55:11.645 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
14:55:11.647 ; SmpegPlayer ; Info ; constructor successfull
14:55:12.222 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
14:55:12.387 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
14:55:12.568 ; RenderEngine2 ; Warn ; HELLO WORLD
14:55:12.571 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
14:55:13.117 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
14:55:13.136 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
14:55:13.655 ; Main  ; Info ; GCPtr exit manual collect
14:55:13.657 ; GCPtr ; Warn ; Deleting [00E748B0]
14:55:13.659 ; GCPtr ; Warn ; Deleting [00E9A730]
14:55:13.660 ; GCPtr ; Warn ; Deleting [00E9C7B8]
14:55:13.662 ; Main  ; Info ; Calling SDL_Quit()
15:45:25.267 ; Main  ; Info ; test
15:45:25.276 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
15:45:25.279 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
15:45:25.282 ; SmpegPlayer ; Info ; constructor successfull
15:45:25.867 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
15:45:26.029 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
15:45:26.210 ; RenderEngine2 ; Warn ; HELLO WORLD
15:45:26.213 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
15:45:26.754 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
15:45:26.773 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
15:45:27.697 ; Main  ; Info ; GCPtr exit manual collect
15:45:27.699 ; GCPtr ; Warn ; Deleting [004848B0]
15:45:27.701 ; GCPtr ; Warn ; Deleting [004AA730]
15:45:27.702 ; GCPtr ; Warn ; Deleting [004AC7B8]
15:45:27.704 ; Main  ; Info ; Calling SDL_Quit()
18:54:47.368 ; Main  ; Info ; test
18:54:47.378 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
18:54:47.382 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
18:54:47.385 ; SmpegPlayer ; Info ; constructor successfull
18:54:47.972 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
18:54:48.141 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
18:54:48.324 ; RenderEngine2 ; Warn ; HELLO WORLD
18:54:48.328 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
18:54:48.896 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
18:54:48.916 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
18:54:50.695 ; Main  ; Info ; GCPtr exit manual collect
18:54:50.697 ; GCPtr ; Warn ; Deleting [00AA48B0]
18:54:50.698 ; GCPtr ; Warn ; Deleting [00ACA730]
18:54:50.700 ; GCPtr ; Warn ; Deleting [00ACC7B8]
18:54:50.702 ; Main  ; Info ; Calling SDL_Quit()
19:04:04.744 ; Main  ; Info ; test
19:04:04.753 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
19:04:04.756 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
19:04:04.759 ; SmpegPlayer ; Info ; constructor successfull
19:04:05.326 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
19:04:05.489 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
19:04:05.670 ; RenderEngine2 ; Warn ; HELLO WORLD
19:04:05.673 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
19:04:06.223 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
19:04:06.242 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
19:04:09.574 ; Main  ; Info ; GCPtr exit manual collect
19:04:09.576 ; GCPtr ; Warn ; Deleting [004848B0]
19:04:09.578 ; GCPtr ; Warn ; Deleting [004AA730]
19:04:09.579 ; GCPtr ; Warn ; Deleting [004AC7B8]
19:04:09.581 ; GCPtr ; Warn ; Deleting [004C70B0]
19:04:09.582 ; GCPtr ; Warn ; Deleting [004C3E48]
19:04:09.584 ; Main  ; Info ; Calling SDL_Quit()
19:10:30.564 ; Main  ; Info ; test
19:10:30.573 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
19:10:30.576 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
19:10:30.579 ; SmpegPlayer ; Info ; constructor successfull
19:10:31.179 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
19:10:31.341 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
19:10:31.524 ; RenderEngine2 ; Warn ; HELLO WORLD
19:10:31.527 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
19:10:32.074 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
19:10:32.091 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
19:10:32.525 ; Main  ; Info ; GCPtr exit manual collect
19:10:32.527 ; GCPtr ; Warn ; Deleting [01EA48B0]
19:10:32.529 ; GCPtr ; Warn ; Deleting [01ECA730]
19:10:32.530 ; GCPtr ; Warn ; Deleting [01ECC7B8]
19:10:32.532 ; Main  ; Info ; Calling SDL_Quit()
09:25:54.570 ; Main  ; Info ; test
09:25:54.580 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
09:25:54.584 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
09:25:54.587 ; SmpegPlayer ; Info ; constructor successfull
09:25:55.156 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
09:25:55.339 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
09:25:55.523 ; RenderEngine2 ; Warn ; HELLO WORLD
09:25:55.526 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
09:25:56.078 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
09:25:56.096 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:26:29.328 ; Main  ; Info ; GCPtr exit manual collect
09:26:29.330 ; GCPtr ; Warn ; Deleting [00A046F8]
09:26:29.332 ; GCPtr ; Warn ; Deleting [00A2A730]
09:26:29.333 ; GCPtr ; Warn ; Deleting [00A2C7B8]
09:26:29.335 ; GCPtr ; Warn ; Deleting [00A43700]
09:26:29.336 ; GCPtr ; Warn ; Deleting [00A30138]
09:26:29.338 ; GCPtr ; Warn ; Deleting [00A45E88]
09:26:29.339 ; GCPtr ; Warn ; Deleting [00A46E10]
09:26:29.341 ; GCPtr ; Warn ; Deleting [00A4A238]
09:26:29.342 ; GCPtr ; Warn ; Deleting [00A49F60]
09:26:29.344 ; GCPtr ; Warn ; Deleting [00A4B300]
09:26:29.346 ; GCPtr ; Warn ; Deleting [00A49B70]
09:26:29.347 ; Main  ; Info ; Calling SDL_Quit()
09:26:31.725 ; Main  ; Info ; test
09:26:31.734 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
09:26:31.737 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
09:26:31.740 ; SmpegPlayer ; Info ; constructor successfull
09:26:32.300 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
09:26:32.464 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
09:26:32.648 ; RenderEngine2 ; Warn ; HELLO WORLD
09:26:32.652 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
09:26:33.212 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
09:26:33.235 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:26:39.069 ; Main  ; Info ; GCPtr exit manual collect
09:26:39.071 ; GCPtr ; Warn ; Deleting [008546F8]
09:26:39.073 ; GCPtr ; Warn ; Deleting [0087A730]
09:26:39.074 ; GCPtr ; Warn ; Deleting [0087C7B8]
09:26:39.076 ; GCPtr ; Warn ; Deleting [00895A18]
09:26:39.077 ; GCPtr ; Warn ; Deleting [00895730]
09:26:39.079 ; Main  ; Info ; Calling SDL_Quit()
09:28:12.811 ; Main  ; Info ; test
09:28:12.820 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
09:28:12.824 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
09:28:12.827 ; SmpegPlayer ; Info ; constructor successfull
09:28:13.389 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
09:28:13.551 ; Surfaces ; Warn ; File not Found: ..//GFX//raymaasnWalk.png
09:28:13.735 ; RenderEngine2 ; Warn ; HELLO WORLD
09:28:13.738 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
09:28:14.293 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
09:28:14.312 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:28:27.306 ; Main  ; Info ; GCPtr exit manual collect
